
bank_idx, base_period, pattern
10, 180, f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 30ecc000 30f14000 8278000 82a0000 8278000 82a0000 8278000 82a0000 8278000 82a0000 8278000 82a0000 8278000 82a0000 184cc000 18514000 e930000 e978000 e930000 e978000 31084000 310cc000 31084000 310cc000 31084000 310cc000 31084000 310cc000 31084000 310cc000 31084000 310cc000 31084000 310cc000 31084000 310cc000 31084000 310cc000 29aa0000 29ae8000 29aa0000 29ae8000 a730000 a778000 a730000 a778000 a730000 a778000 a730000 a778000 8f30000 8f78000 8f30000 8f78000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 9478000 94a0000 25fa0000 25fe8000 25fa0000 25fe8000 25fa0000 25fe8000 25fa0000 25fe8000 25fa0000 25fe8000 25fa0000 25fe8000 306a0000 306e8000 2c5cc000 2c614000 2c5cc000 2c614000 387e8000 38830000 387e8000 38830000 387e8000 38830000 387e8000 38830000 387e8000 38830000 387e8000 38830000 387e8000 38830000 387e8000 38830000 387e8000 38830000 1dae8000 1db30000 1dae8000 1db30000 2915c000 29184000 2915c000 29184000 2915c000 29184000 2915c000 29184000 3f314000 3f35c000 3f314000 3f35c000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2d0cc000 2d114000 301e8000 30230000 301e8000 30230000 301e8000 30230000 301e8000 30230000 301e8000 30230000 301e8000 30230000 24ae8000 24b30000 11c84000 11ccc000 11c84000 11ccc000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 3cc30000 3cc78000 3cc30000 3cc78000 714000 75c000 714000 75c000 714000 75c000 714000 75c000 2c8e8000 2c930000 2c8e8000 2c930000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 f630000 f678000 271e8000 27230000 8278000 82a0000 8278000 82a0000 8278000 82a0000 8278000 82a0000 8278000 82a0000 8278000 82a0000 184cc000 18514000 e930000 e978000 e930000 e978000 1d414000 1d45c000 1d414000 1d45c000 1d414000 1d45c000 1d414000 1d45c000 1d414000 1d45c000 1d414000 1d45c000 1d414000 1d45c000 1d414000 1d45c000 1d414000 1d45c000 29aa0000 29ae8000 29aa0000 29ae8000 a730000 a778000 a730000 a778000 a730000 a778000 a730000 a778000 8f30000 8f78000 8f30000 8f78000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 3535c000 35384000 112a0000 112e8000 25fa0000 25fe8000 25fa0000 25fe8000 25fa0000 25fe8000 25fa0000 25fe8000 25fa0000 25fe8000 25fa0000 25fe8000 3d9a0000 3d9e8000 33a78000 33aa0000 33a78000 33aa0000 322e8000 32330000 322e8000 32330000 322e8000 32330000 322e8000 32330000 322e8000 32330000 322e8000 32330000 322e8000 32330000 322e8000 32330000 322e8000 32330000 1dae8000 1db30000 1dae8000 1db30000 2915c000 29184000 2915c000 29184000 2915c000 29184000 2915c000 29184000 3f314000 3f35c000 3f314000 3f35c000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2dbe8000 2dc30000 2d0cc000 2d114000 9cc000 a14000 9cc000 a14000 9cc000 a14000 9cc000 a14000 9cc000 a14000 9cc000 a14000 24ae8000 24b30000 11c84000 11ccc000 11c84000 11ccc000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 c8cc000 c914000 3cc30000 3cc78000 3cc30000 3cc78000 714000 75c000 714000 75c000 714000 75c000 714000 75c000 2c8e8000 2c930000 2c8e8000 2c930000 
4, 180, 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 064000 0bc000 064000 0bc000 3c498000 3c4d0000 29f4000 2a2c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 251d0000 25208000 251d0000 25208000 d22c000 d264000 1be98000 1bed0000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 1a2bc000 1a2f4000 a6bc000 a6f4000 a6bc000 a6f4000 19564000 195bc000 c198000 c1d0000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 17ff4000 1802c000 064000 0bc000 064000 0bc000 3c498000 3c4d0000 206f4000 2072c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 16ff4000 1702c000 251d0000 25208000 251d0000 25208000 d22c000 d264000 1be98000 1bed0000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 33af4000 33b2c000 a6bc000 a6f4000 a6bc000 a6f4000 19564000 195bc000 c198000 c1d0000 
