a*,a,timing
0x7fa5069c0f03,0x7fa52209c58c,346
0x7fa5069c0f03,0x7fa53b4a08a6,342
0x7fa5069c0f03,0x7fa508262172,550
0x7fa5069c0f03,0x7fa530977dd4,348
0x7fa5069c0f03,0x7fa528341134,353
0x7fa5069c0f03,0x7fa529febf8b,366
0x7fa5069c0f03,0x7fa509d6f6ce,345
0x7fa5069c0f03,0x7fa53ff0fad1,354
0x7fa5069c0f03,0x7fa52271cbfe,341
0x7fa5069c0f03,0x7fa53bea7ff7,362
0x7fa5069c0f03,0x7fa50d78f6a5,349
0x7fa5069c0f03,0x7fa515a1eecf,351
0x7fa5069c0f03,0x7fa50139868f,348
0x7fa5069c0f03,0x7fa534e87e27,342
0x7fa5069c0f03,0x7fa50b728195,344
0x7fa5069c0f03,0x7fa524f7dc07,344
0x7fa5069c0f03,0x7fa51b33b221,347
0x7fa5069c0f03,0x7fa50614781a,349
0x7fa5069c0f03,0x7fa523c395c1,343
0x7fa5069c0f03,0x7fa5141a9185,351
0x7fa5069c0f03,0x7fa529d44d02,348
0x7fa5069c0f03,0x7fa5367eea21,554
0x7fa5069c0f03,0x7fa508c11cdd,347
0x7fa5069c0f03,0x7fa50d80b7e7,343
0x7fa5069c0f03,0x7fa524f5c77a,340
0x7fa5069c0f03,0x7fa5242006e7,342
0x7fa5069c0f03,0x7fa51bdca400,346
0x7fa5069c0f03,0x7fa52db9e24a,345
0x7fa5069c0f03,0x7fa51031963a,342
0x7fa5069c0f03,0x7fa5300ece1e,349
0x7fa5069c0f03,0x7fa531f5e742,341
0x7fa5069c0f03,0x7fa5323b5bc6,342
0x7fa5069c0f03,0x7fa52b58d6c4,353
0x7fa5069c0f03,0x7fa53a1c08b4,516
0x7fa5069c0f03,0x7fa522d2d99a,348
0x7fa5069c0f03,0x7fa5138ce7f9,538
0x7fa5069c0f03,0x7fa5241ac840,351
0x7fa5069c0f03,0x7fa52ca9d068,371
0x7fa5069c0f03,0x7fa5137de2ca,348
0x7fa5069c0f03,0x7fa5068c943e,559
0x7fa5069c0f03,0x7fa52894505f,366
0x7fa5069c0f03,0x7fa520f6d96f,346
0x7fa5069c0f03,0x7fa51c2e830e,343
0x7fa5069c0f03,0x7fa529cdd6ef,348
0x7fa5069c0f03,0x7fa515df5797,341
0x7fa5069c0f03,0x7fa527a104a3,358
0x7fa5069c0f03,0x7fa50ec5b2f6,514
0x7fa5069c0f03,0x7fa5311309b8,344
0x7fa5069c0f03,0x7fa52db57cbd,347
0x7fa5069c0f03,0x7fa5328948b7,514
0x7fa5069c0f03,0x7fa5052d9b3d,342
0x7fa5069c0f03,0x7fa51789c9c0,351
0x7fa5069c0f03,0x7fa5290832d9,346
0x7fa5069c0f03,0x7fa50deeb81a,355
0x7fa5069c0f03,0x7fa5250a81a7,350
0x7fa5069c0f03,0x7fa50dfdfa53,347
0x7fa5069c0f03,0x7fa5320ebf01,342
0x7fa5069c0f03,0x7fa500e725a8,556
0x7fa5069c0f03,0x7fa53bb7dc9d,341
0x7fa5069c0f03,0x7fa50240553b,353
0x7fa5069c0f03,0x7fa530f5f3c6,342
0x7fa5069c0f03,0x7fa52dadc3df,344
0x7fa5069c0f03,0x7fa5347bb102,346
0x7fa5069c0f03,0x7fa51c4eca8a,347
0x7fa5069c0f03,0x7fa527c9cc93,348
0x7fa5069c0f03,0x7fa5174e8a9c,352
0x7fa5069c0f03,0x7fa52fdbb283,347
0x7fa5069c0f03,0x7fa50be494d3,343
0x7fa5069c0f03,0x7fa503f85b05,350
0x7fa5069c0f03,0x7fa50359954d,343
0x7fa5069c0f03,0x7fa512712912,348
0x7fa5069c0f03,0x7fa52c8cab64,554
0x7fa5069c0f03,0x7fa524506ebd,346
0x7fa5069c0f03,0x7fa52e9fac20,351
0x7fa5069c0f03,0x7fa5165a8253,348
0x7fa5069c0f03,0x7fa53a2fc654,554
0x7fa5069c0f03,0x7fa51640b0c3,342
0x7fa5069c0f03,0x7fa525203549,343
0x7fa5069c0f03,0x7fa52b42d00c,362
0x7fa5069c0f03,0x7fa503f62d80,349
0x7fa5069c0f03,0x7fa517a97e01,344
0x7fa5069c0f03,0x7fa530706b49,356
0x7fa5069c0f03,0x7fa51b7ff740,351
0x7fa5069c0f03,0x7fa500b1b0da,343
0x7fa5069c0f03,0x7fa53e5f2364,346
0x7fa5069c0f03,0x7fa5008a78e8,349
0x7fa5069c0f03,0x7fa50eafab2d,346
0x7fa5069c0f03,0x7fa5306de265,343
0x7fa5069c0f03,0x7fa501719e90,345
0x7fa5069c0f03,0x7fa50a6787ca,345
0x7fa5069c0f03,0x7fa532ae37a1,342
0x7fa5069c0f03,0x7fa532679256,352
0x7fa5069c0f03,0x7fa538154ba9,351
0x7fa5069c0f03,0x7fa52729e8a3,346
0x7fa5069c0f03,0x7fa50eb65ce0,561
0x7fa5069c0f03,0x7fa51fdf183c,355
0x7fa5069c0f03,0x7fa53e78733f,346
0x7fa5069c0f03,0x7fa53e920f64,352
0x7fa5069c0f03,0x7fa52bc3ad10,342
0x7fa5069c0f03,0x7fa50270ce44,342
0x7fa5069c0f03,0x7fa501eba4b1,343
0x7fa5069c0f03,0x7fa53e34d622,343
0x7fa5069c0f03,0x7fa52efd79a9,346
0x7fa5069c0f03,0x7fa5263c136e,342
0x7fa5069c0f03,0x7fa52cd48242,346
0x7fa5069c0f03,0x7fa50557fbfc,341
0x7fa5069c0f03,0x7fa5206bd9c2,342
0x7fa5069c0f03,0x7fa503153305,353
0x7fa5069c0f03,0x7fa52a783146,345
0x7fa5069c0f03,0x7fa50baea9ce,465
0x7fa5069c0f03,0x7fa5070b6085,345
0x7fa5069c0f03,0x7fa50221af47,343
0x7fa5069c0f03,0x7fa53c1f1518,348
0x7fa5069c0f03,0x7fa5228b57c6,549
0x7fa5069c0f03,0x7fa502d36021,383
0x7fa5069c0f03,0x7fa53a7e387c,514
0x7fa5069c0f03,0x7fa52315d0ae,342
0x7fa5069c0f03,0x7fa511830b4e,342
0x7fa5069c0f03,0x7fa52aec1ae1,342
0x7fa5069c0f03,0x7fa524876f3e,344
0x7fa5069c0f03,0x7fa51bea9318,352
0x7fa5069c0f03,0x7fa51d9a5282,348
0x7fa5069c0f03,0x7fa516ef0194,515
0x7fa5069c0f03,0x7fa513ffdec1,346
0x7fa5069c0f03,0x7fa504c43b25,347
0x7fa5069c0f03,0x7fa525a55e74,344
0x7fa5069c0f03,0x7fa533def6fd,552
0x7fa5069c0f03,0x7fa5033cae65,351
0x7fa5069c0f03,0x7fa524376dd8,356
0x7fa5069c0f03,0x7fa51fa2a40d,345
0x7fa5069c0f03,0x7fa505ad7ca9,559
0x7fa5069c0f03,0x7fa52623128a,354
0x7fa5069c0f03,0x7fa51dd77a2f,349
0x7fa5069c0f03,0x7fa534aaf652,348
0x7fa5069c0f03,0x7fa50c5f25f8,353
0x7fa5069c0f03,0x7fa50aabfc71,356
0x7fa5069c0f03,0x7fa53a02f24f,354
0x7fa5069c0f03,0x7fa52ccaffbb,369
0x7fa5069c0f03,0x7fa50dc12f76,346
0x7fa5069c0f03,0x7fa5247b2395,345
0x7fa5069c0f03,0x7fa53879a989,342
0x7fa5069c0f03,0x7fa514cc8ffc,363
0x7fa5069c0f03,0x7fa5269cd2dc,347
0x7fa5069c0f03,0x7fa53498bea1,353
0x7fa5069c0f03,0x7fa53757e7c2,349
0x7fa5069c0f03,0x7fa5297032fd,418
0x7fa5069c0f03,0x7fa52f16f71d,342
0x7fa5069c0f03,0x7fa51a6db870,351
0x7fa5069c0f03,0x7fa53af33e4b,344
0x7fa5069c0f03,0x7fa51a0311ff,552
0x7fa5069c0f03,0x7fa53ef527ae,354
0x7fa5069c0f03,0x7fa516ddd163,346
0x7fa5069c0f03,0x7fa5379d6481,342
0x7fa5069c0f03,0x7fa515e42942,347
0x7fa5069c0f03,0x7fa52addb024,356
0x7fa5069c0f03,0x7fa53c619fa7,365
0x7fa5069c0f03,0x7fa53b8987b6,351
0x7fa5069c0f03,0x7fa51ebca721,348
0x7fa5069c0f03,0x7fa53f9e4e0c,351
0x7fa5069c0f03,0x7fa51fc0f58f,346
0x7fa5069c0f03,0x7fa53e5f4b2f,342
0x7fa5069c0f03,0x7fa5054bcab5,349
0x7fa5069c0f03,0x7fa505e40819,555
0x7fa5069c0f03,0x7fa51c36c55e,341
0x7fa5069c0f03,0x7fa539f6c108,341
0x7fa5069c0f03,0x7fa512432e11,353
0x7fa5069c0f03,0x7fa526e2c1d0,342
0x7fa5069c0f03,0x7fa533f9b357,347
0x7fa5069c0f03,0x7fa53f0e2dcc,351
0x7fa5069c0f03,0x7fa534a3f146,514
0x7fa5069c0f03,0x7fa51874d6ec,345
0x7fa5069c0f03,0x7fa53787d756,341
0x7fa5069c0f03,0x7fa509708142,349
0x7fa5069c0f03,0x7fa53f11a9c8,356
0x7fa5069c0f03,0x7fa52c2095f7,341
0x7fa5069c0f03,0x7fa500c86904,341
0x7fa5069c0f03,0x7fa52881dcc5,351
0x7fa5069c0f03,0x7fa51b378d15,349
0x7fa5069c0f03,0x7fa51b362174,348
0x7fa5069c0f03,0x7fa523751b10,351
0x7fa5069c0f03,0x7fa5353a9f14,563
0x7fa5069c0f03,0x7fa51a2b4922,515
0x7fa5069c0f03,0x7fa53a52ec73,344
0x7fa5069c0f03,0x7fa52cd80395,341
0x7fa5069c0f03,0x7fa5300f7264,343
0x7fa5069c0f03,0x7fa525309c97,343
0x7fa5069c0f03,0x7fa52939a33c,348
0x7fa5069c0f03,0x7fa52b98fa1b,347
0x7fa5069c0f03,0x7fa503ed43b8,342
0x7fa5069c0f03,0x7fa528d7f148,343
0x7fa5069c0f03,0x7fa50b59efaa,344
0x7fa5069c0f03,0x7fa5024c8ee7,354
0x7fa5069c0f03,0x7fa52e23bbfe,344
0x7fa5069c0f03,0x7fa5113df7c3,350
