a*,a,timing
0x7f44336cef83,0x7f443df3a824,370
0x7f44336cef83,0x7f442dc37dcd,361
0x7f44336cef83,0x7f440c1840e7,517
0x7f44336cef83,0x7f442b5a1636,382
0x7f44336cef83,0x7f44019074a1,368
0x7f44336cef83,0x7f44376ff529,360
0x7f44336cef83,0x7f44105bae56,361
0x7f44336cef83,0x7f4418217376,359
0x7f44336cef83,0x7f4413d10aca,354
0x7f44336cef83,0x7f440cfcb749,366
0x7f44336cef83,0x7f443667fe73,354
0x7f44336cef83,0x7f4401c7bdff,359
0x7f44336cef83,0x7f443ed6a92b,373
0x7f44336cef83,0x7f44059cecc6,504
0x7f44336cef83,0x7f4411951d23,354
0x7f44336cef83,0x7f442220854e,354
0x7f44336cef83,0x7f44309265e7,361
0x7f44336cef83,0x7f441de2192c,362
0x7f44336cef83,0x7f442635392d,354
0x7f44336cef83,0x7f443839b91a,364
0x7f44336cef83,0x7f440e02e1b6,356
0x7f44336cef83,0x7f4428124525,361
0x7f44336cef83,0x7f44126c2198,353
0x7f44336cef83,0x7f4425cf5ff2,376
0x7f44336cef83,0x7f440bb02fbb,373
0x7f44336cef83,0x7f441ce77551,360
0x7f44336cef83,0x7f44081b47f7,362
0x7f44336cef83,0x7f440e8f3828,361
0x7f44336cef83,0x7f4427e1c160,369
0x7f44336cef83,0x7f4427179157,521
0x7f44336cef83,0x7f4426791d29,362
0x7f44336cef83,0x7f4425d56984,508
0x7f44336cef83,0x7f4414db0f24,363
0x7f44336cef83,0x7f4432915e11,362
0x7f44336cef83,0x7f44112f7fba,368
0x7f44336cef83,0x7f44166b83c5,374
0x7f44336cef83,0x7f442a01533a,370
0x7f44336cef83,0x7f44218b2e10,357
0x7f44336cef83,0x7f442e8cf73b,522
0x7f44336cef83,0x7f443dd25e04,367
0x7f44336cef83,0x7f442e87e55a,354
0x7f44336cef83,0x7f4424f4f5ae,365
0x7f44336cef83,0x7f443f9a1c03,366
0x7f44336cef83,0x7f442d5e8e85,371
0x7f44336cef83,0x7f442a91e275,363
0x7f44336cef83,0x7f44112f3926,362
0x7f44336cef83,0x7f440f7f13d3,370
0x7f44336cef83,0x7f441b24485c,361
0x7f44336cef83,0x7f442f115253,657
0x7f44336cef83,0x7f4435b44d00,360
0x7f44336cef83,0x7f44135e0177,363
0x7f44336cef83,0x7f443d143409,360
0x7f44336cef83,0x7f441dc69226,361
0x7f44336cef83,0x7f4425ca230f,527
0x7f44336cef83,0x7f4422e393fc,368
0x7f44336cef83,0x7f442976c1e1,355
0x7f44336cef83,0x7f4402b19860,356
0x7f44336cef83,0x7f442afedbf3,361
0x7f44336cef83,0x7f443805fa0a,517
0x7f44336cef83,0x7f442a9359c1,364
0x7f44336cef83,0x7f4412166d4a,369
0x7f44336cef83,0x7f441e7f1733,367
0x7f44336cef83,0x7f441068c345,369
0x7f44336cef83,0x7f4426f17c6e,362
0x7f44336cef83,0x7f4411107544,367
0x7f44336cef83,0x7f4421984300,361
0x7f44336cef83,0x7f443d5d0033,506
0x7f44336cef83,0x7f443b11c87e,363
0x7f44336cef83,0x7f4403237110,354
0x7f44336cef83,0x7f442be9f76f,360
0x7f44336cef83,0x7f4438e42683,354
0x7f44336cef83,0x7f4431ab566a,353
0x7f44336cef83,0x7f4410deed1d,353
0x7f44336cef83,0x7f44387e4286,360
0x7f44336cef83,0x7f441f09e4ef,362
0x7f44336cef83,0x7f443b70cf92,367
0x7f44336cef83,0x7f4409ad7bad,367
0x7f44336cef83,0x7f442e88f8c2,356
0x7f44336cef83,0x7f44169517ef,362
0x7f44336cef83,0x7f4438bece00,362
0x7f44336cef83,0x7f44243d45c3,366
0x7f44336cef83,0x7f4429f31966,523
0x7f44336cef83,0x7f4435d30209,367
0x7f44336cef83,0x7f440203d7e9,363
0x7f44336cef83,0x7f440fbd3c75,489
0x7f44336cef83,0x7f4418b69605,363
0x7f44336cef83,0x7f442b7a99ca,368
0x7f44336cef83,0x7f44126ed4d5,361
0x7f44336cef83,0x7f4403b571f9,362
0x7f44336cef83,0x7f44238093d4,355
0x7f44336cef83,0x7f443d022e96,369
0x7f44336cef83,0x7f4415cbdf43,361
0x7f44336cef83,0x7f4401ffab08,374
0x7f44336cef83,0x7f440d6af1dc,359
0x7f44336cef83,0x7f443cbd5bb2,354
0x7f44336cef83,0x7f441310204c,355
0x7f44336cef83,0x7f442f0334dc,366
0x7f44336cef83,0x7f443a1a5be5,368
0x7f44336cef83,0x7f440e21e8cb,361
0x7f44336cef83,0x7f443226a5ec,358
0x7f44336cef83,0x7f4426045354,370
0x7f44336cef83,0x7f4407060f4e,367
0x7f44336cef83,0x7f4423d1fc57,493
0x7f44336cef83,0x7f4436e34072,370
0x7f44336cef83,0x7f443f8451d4,366
0x7f44336cef83,0x7f4402dbe146,362
0x7f44336cef83,0x7f4432541004,365
0x7f44336cef83,0x7f440931cd81,352
0x7f44336cef83,0x7f443164da09,351
0x7f44336cef83,0x7f4408e927f3,359
0x7f44336cef83,0x7f4401f09b81,357
0x7f44336cef83,0x7f4415a21fcc,376
0x7f44336cef83,0x7f4432dc4159,366
0x7f44336cef83,0x7f4437c39d8b,369
0x7f44336cef83,0x7f4417a5f7b5,529
0x7f44336cef83,0x7f4402997dce,361
0x7f44336cef83,0x7f44107a3390,527
0x7f44336cef83,0x7f440320917f,357
0x7f44336cef83,0x7f44150852a4,366
0x7f44336cef83,0x7f44142fa589,371
0x7f44336cef83,0x7f4426a12554,501
0x7f44336cef83,0x7f44120a813a,356
0x7f44336cef83,0x7f4429fb84cd,363
0x7f44336cef83,0x7f4428a0d05c,389
0x7f44336cef83,0x7f441f757316,370
0x7f44336cef83,0x7f4426b8e07f,372
0x7f44336cef83,0x7f443bb0f0a8,363
0x7f44336cef83,0x7f440e78a7f2,361
0x7f44336cef83,0x7f4420d33c64,360
0x7f44336cef83,0x7f4409d2d973,362
0x7f44336cef83,0x7f44009f4ddf,360
0x7f44336cef83,0x7f4406d78fb9,398
0x7f44336cef83,0x7f4410d8e8c1,360
0x7f44336cef83,0x7f4424714a36,376
0x7f44336cef83,0x7f443dbad02b,363
0x7f44336cef83,0x7f44105d3a96,367
0x7f44336cef83,0x7f44274d2b7c,360
0x7f44336cef83,0x7f44300ee02f,375
0x7f44336cef83,0x7f44198f0817,499
0x7f44336cef83,0x7f4418b20585,359
0x7f44336cef83,0x7f4438f80823,364
0x7f44336cef83,0x7f441b7fa399,370
0x7f44336cef83,0x7f442e542551,362
0x7f44336cef83,0x7f442bd4497c,363
0x7f44336cef83,0x7f4413434124,367
0x7f44336cef83,0x7f4405fa1d06,368
0x7f44336cef83,0x7f442e6dc74b,367
0x7f44336cef83,0x7f4423bd74b4,364
0x7f44336cef83,0x7f44091aae86,370
0x7f44336cef83,0x7f44037619ef,370
0x7f44336cef83,0x7f4437ed1a3e,363
0x7f44336cef83,0x7f442fbbd3da,369
0x7f44336cef83,0x7f4415809b29,361
0x7f44336cef83,0x7f4421e89f0b,361
0x7f44336cef83,0x7f44185ca436,363
0x7f44336cef83,0x7f4434f60e40,373
0x7f44336cef83,0x7f4408a17f8a,678
0x7f44336cef83,0x7f44140d94de,356
0x7f44336cef83,0x7f44036eb632,530
0x7f44336cef83,0x7f442974bbee,362
0x7f44336cef83,0x7f441de06e52,362
0x7f44336cef83,0x7f44040e0411,364
0x7f44336cef83,0x7f44304c4ba7,362
0x7f44336cef83,0x7f442eb95713,370
0x7f44336cef83,0x7f44287f4e47,360
0x7f44336cef83,0x7f442e071bd2,359
0x7f44336cef83,0x7f443f1691a9,360
0x7f44336cef83,0x7f440fcc79c4,354
0x7f44336cef83,0x7f441e15fc02,524
0x7f44336cef83,0x7f4418a599c1,361
0x7f44336cef83,0x7f44287e7f49,363
0x7f44336cef83,0x7f44170e0425,362
0x7f44336cef83,0x7f4434253d5a,359
0x7f44336cef83,0x7f4416d2a49b,507
0x7f44336cef83,0x7f4402e24da1,355
0x7f44336cef83,0x7f4407687e7e,364
0x7f44336cef83,0x7f441cccc1a1,358
0x7f44336cef83,0x7f44315014ec,363
0x7f44336cef83,0x7f442b25f332,524
0x7f44336cef83,0x7f4425e77027,375
0x7f44336cef83,0x7f4434c62edb,356
0x7f44336cef83,0x7f4423130d70,523
0x7f44336cef83,0x7f4415a34401,355
0x7f44336cef83,0x7f440a46ca05,360
0x7f44336cef83,0x7f4404fbac7b,362
0x7f44336cef83,0x7f442dffe837,356
0x7f44336cef83,0x7f443f3cd845,516
0x7f44336cef83,0x7f440d9d2c05,354
0x7f44336cef83,0x7f44020d7d16,368
0x7f44336cef83,0x7f4402ab8e77,368
0x7f44336cef83,0x7f443711e7f4,488
0x7f44336cef83,0x7f441fedeb68,353
0x7f44336cef83,0x7f4406b99289,360
0x7f44336cef83,0x7f44275e339b,370
0x7f44336cef83,0x7f440ea7427b,361
0x7f44336cef83,0x7f442f38e0d0,362
0x7f44336cef83,0x7f4415654f6e,367
0x7f44336cef83,0x7f440dbdd425,364
0x7f44336cef83,0x7f443f055a94,353
0x7f44336cef83,0x7f44337b4b70,354
0x7f44336cef83,0x7f4426636de6,356
0x7f44336cef83,0x7f442783d9de,361
0x7f44336cef83,0x7f440a894f95,372
0x7f44336cef83,0x7f441a88ab40,356
0x7f44336cef83,0x7f443e567e79,361
0x7f44336cef83,0x7f440d6b9d36,365
0x7f44336cef83,0x7f4421f129be,357
0x7f44336cef83,0x7f441b23401a,382
0x7f44336cef83,0x7f443ebbb223,502
0x7f44336cef83,0x7f440d171cf0,369
0x7f44336cef83,0x7f44010ab042,371
0x7f44336cef83,0x7f443381e0fe,355
0x7f44336cef83,0x7f44302a2a61,372
0x7f44336cef83,0x7f4416adf443,361
0x7f44336cef83,0x7f443dc8ab03,367
0x7f44336cef83,0x7f443525d6dc,523
0x7f44336cef83,0x7f4404addc7b,361
0x7f44336cef83,0x7f443d058348,359
0x7f44336cef83,0x7f4402c302e2,517
0x7f44336cef83,0x7f4406bb5991,361
0x7f44336cef83,0x7f443fb111c0,368
0x7f44336cef83,0x7f4439d4ead6,358
0x7f44336cef83,0x7f4426a944f9,367
0x7f44336cef83,0x7f44066aa449,353
0x7f44336cef83,0x7f4421331e71,515
0x7f44336cef83,0x7f4435508774,492
0x7f44336cef83,0x7f4435a38519,355
0x7f44336cef83,0x7f4436986ddf,358
0x7f44336cef83,0x7f44030e5b99,363
0x7f44336cef83,0x7f4434a8dfae,369
0x7f44336cef83,0x7f442a13b94f,354
0x7f44336cef83,0x7f442971c97f,360
0x7f44336cef83,0x7f441c2cb98c,355
0x7f44336cef83,0x7f44349d08e4,356
0x7f44336cef83,0x7f4403fa74bf,364
0x7f44336cef83,0x7f441a833805,526
0x7f44336cef83,0x7f440208a61b,355
0x7f44336cef83,0x7f4425eb9e7d,367
0x7f44336cef83,0x7f4435a6781f,354
0x7f44336cef83,0x7f4400c4583e,359
0x7f44336cef83,0x7f443302bb6e,357
0x7f44336cef83,0x7f4436b12861,356
0x7f44336cef83,0x7f443446393c,375
0x7f44336cef83,0x7f44232ce5cf,508
0x7f44336cef83,0x7f440d5f1ca5,368
0x7f44336cef83,0x7f44320ee440,361
0x7f44336cef83,0x7f441852bcab,369
0x7f44336cef83,0x7f44120cf920,521
0x7f44336cef83,0x7f442f146788,374
0x7f44336cef83,0x7f441b15bf8d,370
0x7f44336cef83,0x7f4418c852b1,365
0x7f44336cef83,0x7f442ec57948,363
0x7f44336cef83,0x7f4414eaaa63,354
0x7f44336cef83,0x7f443f7197aa,365
0x7f44336cef83,0x7f4435301d91,367
0x7f44336cef83,0x7f44361dc8d5,368
0x7f44336cef83,0x7f4434c21f1e,362
0x7f44336cef83,0x7f442ad3a2ab,367
0x7f44336cef83,0x7f442cb636b4,370
0x7f44336cef83,0x7f4437d07ab8,358
0x7f44336cef83,0x7f441f7c8259,353
0x7f44336cef83,0x7f4416c9f004,511
0x7f44336cef83,0x7f4421424437,354
0x7f44336cef83,0x7f443ba93be5,375
0x7f44336cef83,0x7f440b66f8e8,362
0x7f44336cef83,0x7f44253cb8f7,997
0x7f44336cef83,0x7f44162c73ea,385
0x7f44336cef83,0x7f440d6f9f03,8665
0x7f44336cef83,0x7f440b285774,551
0x7f44336cef83,0x7f440bd2ec09,399
0x7f44336cef83,0x7f440e33f741,461
0x7f44336cef83,0x7f443e2b12e2,439
0x7f44336cef83,0x7f440284146b,408
0x7f44336cef83,0x7f44027a307e,551
0x7f44336cef83,0x7f442157f8b1,375
0x7f44336cef83,0x7f440fe33110,548
0x7f44336cef83,0x7f44348914be,380
0x7f44336cef83,0x7f4439aab55d,368
0x7f44336cef83,0x7f4421f02a30,374
0x7f44336cef83,0x7f44239d7c46,377
0x7f44336cef83,0x7f4414c074ea,372
0x7f44336cef83,0x7f443ab87ce1,377
0x7f44336cef83,0x7f441262f58f,378
0x7f44336cef83,0x7f4429ab1f4e,389
0x7f44336cef83,0x7f443a2a148b,379
0x7f44336cef83,0x7f4407931320,390
0x7f44336cef83,0x7f441fc8e823,370
0x7f44336cef83,0x7f442eec33a9,374
0x7f44336cef83,0x7f443266b5cb,371
0x7f44336cef83,0x7f440c7f1ed7,380
0x7f44336cef83,0x7f4426bcae61,505
0x7f44336cef83,0x7f4411e33824,534
0x7f44336cef83,0x7f4423490edb,380
0x7f44336cef83,0x7f4407fef299,379
0x7f44336cef83,0x7f440d8c7409,387
0x7f44336cef83,0x7f442eb007c4,376
0x7f44336cef83,0x7f442d3bab90,380
0x7f44336cef83,0x7f4423b8e7f3,5047
0x7f44336cef83,0x7f443c1fa6c7,354
0x7f44336cef83,0x7f4438640304,360
0x7f44336cef83,0x7f442f8bd3fd,360
0x7f44336cef83,0x7f440a539e09,352
0x7f44336cef83,0x7f44368f15e7,366
0x7f44336cef83,0x7f44320fe868,362
0x7f44336cef83,0x7f440ccdce87,353
0x7f44336cef83,0x7f4417e70e98,361
0x7f44336cef83,0x7f4401f31978,516
0x7f44336cef83,0x7f440156e345,360
0x7f44336cef83,0x7f441191c3f5,363
0x7f44336cef83,0x7f4423e343a8,362
0x7f44336cef83,0x7f4424f45f8b,373
0x7f44336cef83,0x7f44265238e0,368
0x7f44336cef83,0x7f441e9bc089,361
0x7f44336cef83,0x7f443757551a,485
0x7f44336cef83,0x7f440ffd582e,353
0x7f44336cef83,0x7f4418c5d514,367
0x7f44336cef83,0x7f443eea683b,363
0x7f44336cef83,0x7f442fc64051,374
0x7f44336cef83,0x7f4407b208bd,373
0x7f44336cef83,0x7f4431511e06,356
0x7f44336cef83,0x7f443c455f28,353
0x7f44336cef83,0x7f442e6eb71f,528
0x7f44336cef83,0x7f440334562b,355
0x7f44336cef83,0x7f441f8e6e04,369
0x7f44336cef83,0x7f44366da9b8,356
0x7f44336cef83,0x7f4410c0ca34,361
0x7f44336cef83,0x7f440e3e75c8,366
0x7f44336cef83,0x7f4423a95548,363
0x7f44336cef83,0x7f443479b228,363
0x7f44336cef83,0x7f440a5e1c8f,356
0x7f44336cef83,0x7f441c0d584c,360
0x7f44336cef83,0x7f4424058625,493
0x7f44336cef83,0x7f4414b1ba98,361
0x7f44336cef83,0x7f44129c6e33,368
0x7f44336cef83,0x7f4416156e8d,363
0x7f44336cef83,0x7f44217f891f,372
0x7f44336cef83,0x7f442a837ccc,361
0x7f44336cef83,0x7f4418088805,364
0x7f44336cef83,0x7f4422d66c64,366
0x7f44336cef83,0x7f443c1540c1,369
0x7f44336cef83,0x7f443bebcbad,362
0x7f44336cef83,0x7f4407cacbf0,354
0x7f44336cef83,0x7f44226779a1,360
0x7f44336cef83,0x7f441a878c36,364
0x7f44336cef83,0x7f443f22210a,374
0x7f44336cef83,0x7f443264d1cf,369
0x7f44336cef83,0x7f44334d614a,362
0x7f44336cef83,0x7f443e0c8945,355
0x7f44336cef83,0x7f44222b1220,360
0x7f44336cef83,0x7f443aff6a07,489
0x7f44336cef83,0x7f442f5da74c,361
0x7f44336cef83,0x7f441e707149,358
0x7f44336cef83,0x7f44296e2126,373
0x7f44336cef83,0x7f443291fd77,368
0x7f44336cef83,0x7f443dfedf4d,364
0x7f44336cef83,0x7f441fdbcade,360
0x7f44336cef83,0x7f440352c7ab,362
0x7f44336cef83,0x7f440c3d5515,353
0x7f44336cef83,0x7f4403852026,367
0x7f44336cef83,0x7f4437cc79d3,363
0x7f44336cef83,0x7f44169b71a4,355
0x7f44336cef83,0x7f441f927873,353
0x7f44336cef83,0x7f441bd1fff8,373
0x7f44336cef83,0x7f442b4d2c3d,366
0x7f44336cef83,0x7f44322ee6a6,354
0x7f44336cef83,0x7f4431e76e85,361
0x7f44336cef83,0x7f440cccb55c,361
0x7f44336cef83,0x7f441cb26372,360
0x7f44336cef83,0x7f4409eff68a,485
0x7f44336cef83,0x7f442fa321c1,359
0x7f44336cef83,0x7f4418c7a434,516
0x7f44336cef83,0x7f4405dbc237,359
0x7f44336cef83,0x7f44376dedb1,369
0x7f44336cef83,0x7f443b2f1dd5,373
0x7f44336cef83,0x7f4420634e6d,362
0x7f44336cef83,0x7f4436900ebb,360
0x7f44336cef83,0x7f442d93efa5,369
0x7f44336cef83,0x7f4413b0afb7,359
0x7f44336cef83,0x7f44349c9801,362
0x7f44336cef83,0x7f440fbf01c5,371
0x7f44336cef83,0x7f440eb019bf,360
0x7f44336cef83,0x7f4423fa3f4d,372
0x7f44336cef83,0x7f442e2f730e,361
0x7f44336cef83,0x7f44381e3ae5,362
0x7f44336cef83,0x7f44168c3cc4,360
0x7f44336cef83,0x7f442c2e525b,359
0x7f44336cef83,0x7f4417fa05c4,651
0x7f44336cef83,0x7f4419df046f,371
0x7f44336cef83,0x7f44386ba770,355
0x7f44336cef83,0x7f441b7f25ea,363
0x7f44336cef83,0x7f4411ab7e43,361
0x7f44336cef83,0x7f440f071915,353
0x7f44336cef83,0x7f443b119e5d,361
0x7f44336cef83,0x7f442d7d7e3b,367
0x7f44336cef83,0x7f443a544552,375
0x7f44336cef83,0x7f442d408504,353
0x7f44336cef83,0x7f441f64ecc1,359
0x7f44336cef83,0x7f440720faae,362
0x7f44336cef83,0x7f4409f2e876,360
0x7f44336cef83,0x7f442954e34b,358
0x7f44336cef83,0x7f4436c41c6f,357
0x7f44336cef83,0x7f4422ba8caa,354
0x7f44336cef83,0x7f442f30a583,361
0x7f44336cef83,0x7f442e320a20,351
0x7f44336cef83,0x7f441de9aa80,487
0x7f44336cef83,0x7f440f93f3f0,361
0x7f44336cef83,0x7f4424c218dc,362
0x7f44336cef83,0x7f440b7d9a25,366
0x7f44336cef83,0x7f442344a3a8,354
0x7f44336cef83,0x7f44195eb0dd,365
0x7f44336cef83,0x7f441b3c9bea,363
0x7f44336cef83,0x7f4431f4bd67,355
0x7f44336cef83,0x7f443d58f02a,377
0x7f44336cef83,0x7f44096c0ef9,355
0x7f44336cef83,0x7f442a12f84c,362
0x7f44336cef83,0x7f4413e52cee,359
0x7f44336cef83,0x7f44359a6154,356
0x7f44336cef83,0x7f44020cfe10,532
0x7f44336cef83,0x7f442dc4315d,363
0x7f44336cef83,0x7f442e0608c5,367
0x7f44336cef83,0x7f441d8c23fb,359
0x7f44336cef83,0x7f443f6fafa0,369
0x7f44336cef83,0x7f443d0d21da,494
0x7f44336cef83,0x7f44189dc258,360
0x7f44336cef83,0x7f442ced2ddc,359
0x7f44336cef83,0x7f443761672c,523
0x7f44336cef83,0x7f4405de475c,356
0x7f44336cef83,0x7f440c521a9d,352
0x7f44336cef83,0x7f443e8261da,365
0x7f44336cef83,0x7f440fd12fd3,362
0x7f44336cef83,0x7f4435a6fde8,359
0x7f44336cef83,0x7f4435467e4a,360
0x7f44336cef83,0x7f44328bbc7d,362
0x7f44336cef83,0x7f4424d7a36b,365
0x7f44336cef83,0x7f442378886a,367
0x7f44336cef83,0x7f44107566fd,355
0x7f44336cef83,0x7f44346b975c,369
0x7f44336cef83,0x7f44083aa146,358
0x7f44336cef83,0x7f441bf30122,504
0x7f44336cef83,0x7f4417b03b04,352
0x7f44336cef83,0x7f4421995223,360
0x7f44336cef83,0x7f44372f9d0d,364
0x7f44336cef83,0x7f4409a4f86b,354
0x7f44336cef83,0x7f441ef2424d,366
0x7f44336cef83,0x7f44009bac06,372
0x7f44336cef83,0x7f4433b7f0b7,353
0x7f44336cef83,0x7f4432d76f3b,361
0x7f44336cef83,0x7f4436360d5a,369
0x7f44336cef83,0x7f4435c4eec8,363
0x7f44336cef83,0x7f44209ba099,359
0x7f44336cef83,0x7f44243c161f,363
0x7f44336cef83,0x7f44135112c3,364
0x7f44336cef83,0x7f44200b5039,354
0x7f44336cef83,0x7f44214937f9,360
0x7f44336cef83,0x7f442beed51b,362
0x7f44336cef83,0x7f440cf87e15,523
0x7f44336cef83,0x7f4418aa9f25,491
0x7f44336cef83,0x7f4431cd1c78,353
0x7f44336cef83,0x7f44194a98b2,357
0x7f44336cef83,0x7f44172d0100,365
0x7f44336cef83,0x7f44019e4c4b,362
0x7f44336cef83,0x7f440ef1969b,359
0x7f44336cef83,0x7f440c737f4a,353
0x7f44336cef83,0x7f44342a08c8,516
0x7f44336cef83,0x7f4433c93a06,353
0x7f44336cef83,0x7f442fec07b4,353
0x7f44336cef83,0x7f44049f6fc6,355
0x7f44336cef83,0x7f442834d162,368
0x7f44336cef83,0x7f443826a8fb,362
0x7f44336cef83,0x7f44209270e8,369
0x7f44336cef83,0x7f443fe50c66,372
0x7f44336cef83,0x7f4419bffb1e,362
0x7f44336cef83,0x7f4417c20df5,370
0x7f44336cef83,0x7f44098a04d1,527
0x7f44336cef83,0x7f4438b23d6c,491
0x7f44336cef83,0x7f44185db9fb,362
0x7f44336cef83,0x7f443d41f589,375
0x7f44336cef83,0x7f442b89aca7,353
0x7f44336cef83,0x7f440e93c756,362
0x7f44336cef83,0x7f443306e451,361
0x7f44336cef83,0x7f440c254d40,359
0x7f44336cef83,0x7f4432cfdd75,360
0x7f44336cef83,0x7f440657f714,355
0x7f44336cef83,0x7f442c309d7a,362
0x7f44336cef83,0x7f441419156f,358
0x7f44336cef83,0x7f443246cc2f,368
0x7f44336cef83,0x7f4439291b8f,363
0x7f44336cef83,0x7f442cc3b494,361
0x7f44336cef83,0x7f442413e8a7,363
0x7f44336cef83,0x7f441273b442,364
0x7f44336cef83,0x7f4403f0b594,363
0x7f44336cef83,0x7f4425b234f2,365
0x7f44336cef83,0x7f4421654add,493
0x7f44336cef83,0x7f44106434de,362
0x7f44336cef83,0x7f4419dc3dbb,360
0x7f44336cef83,0x7f44152e84e3,525
0x7f44336cef83,0x7f4400503c93,360
0x7f44336cef83,0x7f441e7bad81,368
0x7f44336cef83,0x7f443d635646,360
0x7f44336cef83,0x7f443876e58e,361
0x7f44336cef83,0x7f443f0e1e69,367
0x7f44336cef83,0x7f443d4862ac,524
0x7f44336cef83,0x7f441236e0ac,363
0x7f44336cef83,0x7f4416d02c5f,361
0x7f44336cef83,0x7f4406d2677e,356
0x7f44336cef83,0x7f440ae91e18,363
0x7f44336cef83,0x7f442f2de65a,356
0x7f44336cef83,0x7f4404145d07,357
0x7f44336cef83,0x7f443672cac0,359
0x7f44336cef83,0x7f443dc1adb0,364
0x7f44336cef83,0x7f44371b4158,496
0x7f44336cef83,0x7f4402981800,367
0x7f44336cef83,0x7f4430918b26,362
0x7f44336cef83,0x7f443d73386c,364
0x7f44336cef83,0x7f442ec8b57a,355
0x7f44336cef83,0x7f4404aaa095,362
0x7f44336cef83,0x7f442fba049b,373
0x7f44336cef83,0x7f4427f1d10a,357
0x7f44336cef83,0x7f44316e5529,353
0x7f44336cef83,0x7f4413cded43,367
0x7f44336cef83,0x7f443a65854c,361
0x7f44336cef83,0x7f44355f0abe,351
0x7f44336cef83,0x7f4439802235,364
0x7f44336cef83,0x7f441bcad029,373
0x7f44336cef83,0x7f4405c33f9c,534
0x7f44336cef83,0x7f44135c5ff0,374
0x7f44336cef83,0x7f4430f9550c,368
0x7f44336cef83,0x7f4406137c2f,363
0x7f44336cef83,0x7f4431d80d71,495
0x7f44336cef83,0x7f442e5cab52,368
0x7f44336cef83,0x7f443e8a61bd,356
0x7f44336cef83,0x7f4430e62bdb,353
0x7f44336cef83,0x7f442ba50dff,355
0x7f44336cef83,0x7f4410c1426a,521
0x7f44336cef83,0x7f4407b6583a,357
0x7f44336cef83,0x7f443277757d,356
0x7f44336cef83,0x7f441baa6082,362
0x7f44336cef83,0x7f4436e43e94,361
0x7f44336cef83,0x7f44368bd284,363
0x7f44336cef83,0x7f44121d2b42,357
0x7f44336cef83,0x7f4434a5ec45,367
0x7f44336cef83,0x7f442da713dc,370
0x7f44336cef83,0x7f4414b54343,364
0x7f44336cef83,0x7f442537776b,360
0x7f44336cef83,0x7f442b1a4c48,360
0x7f44336cef83,0x7f44037df8bd,367
0x7f44336cef83,0x7f4429e21800,499
0x7f44336cef83,0x7f441ad450e3,369
0x7f44336cef83,0x7f442b6fc9c7,363
0x7f44336cef83,0x7f441b506d29,377
0x7f44336cef83,0x7f442ea23e26,374
0x7f44336cef83,0x7f4425d54f13,354
0x7f44336cef83,0x7f4410af77e7,362
0x7f44336cef83,0x7f442822605c,353
0x7f44336cef83,0x7f4401a01f3c,352
0x7f44336cef83,0x7f441672b784,369
0x7f44336cef83,0x7f443b7ec04c,374
0x7f44336cef83,0x7f4432997449,354
0x7f44336cef83,0x7f441c8633b3,370
0x7f44336cef83,0x7f442d56cdbe,362
0x7f44336cef83,0x7f4420f61f9b,367
0x7f44336cef83,0x7f441b109571,359
0x7f44336cef83,0x7f441e3cf999,532
0x7f44336cef83,0x7f440c9b2d9a,367
0x7f44336cef83,0x7f442bd1d7db,497
0x7f44336cef83,0x7f4425f351d3,361
0x7f44336cef83,0x7f443f12a317,360
0x7f44336cef83,0x7f44077c385d,363
0x7f44336cef83,0x7f441cd79067,520
0x7f44336cef83,0x7f44359e759b,360
0x7f44336cef83,0x7f44199963a0,372
0x7f44336cef83,0x7f44117d7cac,367
0x7f44336cef83,0x7f4423458977,354
0x7f44336cef83,0x7f442e4ea6e3,362
0x7f44336cef83,0x7f4436b4f417,371
0x7f44336cef83,0x7f440e5fd5bf,360
0x7f44336cef83,0x7f4431cc9fa0,369
0x7f44336cef83,0x7f4420970c17,366
0x7f44336cef83,0x7f44293426a3,368
0x7f44336cef83,0x7f441d3c6968,358
0x7f44336cef83,0x7f443be77941,362
0x7f44336cef83,0x7f4417d664c9,355
0x7f44336cef83,0x7f440311b87b,500
0x7f44336cef83,0x7f440c96f128,353
0x7f44336cef83,0x7f443ff8c525,370
0x7f44336cef83,0x7f4404b1d7b8,356
0x7f44336cef83,0x7f442309a8ac,357
0x7f44336cef83,0x7f443b778572,516
0x7f44336cef83,0x7f44374b4c01,354
0x7f44336cef83,0x7f443f8fdc60,354
0x7f44336cef83,0x7f4428ce5330,369
0x7f44336cef83,0x7f4418416b9c,526
0x7f44336cef83,0x7f441aa071d1,362
0x7f44336cef83,0x7f44070b4cc9,362
0x7f44336cef83,0x7f4424dc9937,365
0x7f44336cef83,0x7f44067249ac,361
0x7f44336cef83,0x7f442cfe9e9c,366
0x7f44336cef83,0x7f4423ef3c4e,363
0x7f44336cef83,0x7f440dee8209,369
0x7f44336cef83,0x7f4409d62f03,518
0x7f44336cef83,0x7f44198db1ea,355
0x7f44336cef83,0x7f442787e5a9,369
0x7f44336cef83,0x7f441b53abb0,360
0x7f44336cef83,0x7f443cd33b61,372
0x7f44336cef83,0x7f4415d68c8c,352
0x7f44336cef83,0x7f4412089fc7,377
0x7f44336cef83,0x7f440b331121,357
0x7f44336cef83,0x7f4407a32c2d,516
0x7f44336cef83,0x7f44329fabdf,358
0x7f44336cef83,0x7f44346737c4,361
0x7f44336cef83,0x7f4424df9595,361
0x7f44336cef83,0x7f442e872520,358
